,user_id,username,alpha_badge,review_count,account_level,badges
1943,Darsehsri,Darsehsri Handayani,Alfa 2021,2303,22,"Steak,Ramen,Chinese Food,Dimsum,Seafood,BBQ,Pancake,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
1944,adhymusaad,Adhy Musaad,Alfa 2019,268,12,"Kopi,Burger,Dessert,"
1945,foodlover17,Sillyoldbear.id,Alfa 2021,587,15,"Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
1946,suci_puspa_hagemi,Suci Puspa Hagemi,Alfa 2017,232,13,"Steak,Ramen,Bakmi,Pasta,Sushi,"
1947,suci_puspa_hagemi,Suci Puspa Hagemi,Alfa 2017,232,13,"Steak,Ramen,Bakmi,Pasta,Sushi,"
1948,jajanrekomen,Jajan Rekomen,Alfa 2021,810,15,"Ramen,Seafood,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
1949,jajanrekomen,Jajan Rekomen,Alfa 2021,810,15,"Ramen,Seafood,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
1950,hannyyy,IG: @hannybhunny,no badge,109,8,"Bakmi,"
1951,all_me_yeah,Gregorius Bayu Aji Wibisono,Alfa 2021,1599,18,"Kopi,Bakmi,Pizza,Pasta,Burger,Dessert,Bubble Tea,"
1952,devysaa,Slimybelly,Alfa 2018,272,12,"Kopi,Pasta,Sushi,Burger,Dessert,"
1953,aprilia_putri,Aprilia Putri Zenith,no badge,129,9,no badge
1954,hannyyy,IG: @hannybhunny,no badge,109,8,"Bakmi,"
1955,hannyyy,IG: @hannybhunny,no badge,109,8,"Bakmi,"
1956,dzuhrisyah_ay,Risyah Acha,Alfa 2021,464,13,"Kopi,Pizza,Burger,Dessert,Bubble Tea,"
1957,shellanastasia,Shella Anastasia,Alfa 2021,933,17,"Steak,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
1958,anisaadya,Anisa Adya,Alfa 2017,1136,18,"Steak,Ramen,Chinese Food,Dimsum,Seafood,BBQ,Pancake,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
1959,Dellaayu90,Della Ayu,Alfa 2021,835,17,"Chinese Food,Dimsum,BBQ,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
1960,Darsehsri,Darsehsri Handayani,Alfa 2021,2303,22,"Steak,Ramen,Chinese Food,Dimsum,Seafood,BBQ,Pancake,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
1961,indra_mulia,Indra Mulia,Alfa 2021,2351,20,"Steak,Ramen,Chinese Food,Dimsum,Seafood,BBQ,Pancake,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
1962,hannyyy,IG: @hannybhunny,no badge,109,8,"Bakmi,"
1963,ReviewnyaDikadanOpik,Review Dika & Opik (@go2dika),Alfa 2021,839,17,"Steak,Dimsum,Seafood,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
1964,ReviewnyaDikadanOpik,Review Dika & Opik (@go2dika),Alfa 2021,839,17,"Steak,Dimsum,Seafood,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
1965,shellanastasia,Shella Anastasia,Alfa 2021,933,17,"Steak,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
1966,josh_theo,Joshua Theo,no badge,163,10,"Ramen,Kopi,Bakmi,Dessert,"
1967,nabila_yasmin,Mouthgasm.jkt,Alfa 2021,1520,19,"Steak,Ramen,Dimsum,Seafood,BBQ,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
1968,maissy_chai,Maissy (@cici.adek.kuliner),Alfa 2018,274,12,"Ramen,Kopi,Bakmi,Dessert,"
1969,Jakartarandomeats,Jakartarandomeats,Alfa 2017,1056,18,"Steak,Ramen,Dimsum,Seafood,BBQ,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
1970,hendry_jonathan,Hendry Jonathan,Alfa 2021,185,11,"Bakmi,Dessert,"
1971,YSfoodspottings,YSfoodspottings,Alfa 2019,548,14,"Chinese Food,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,"
1972,Makan2Tv,Makan2 TV Food & Travel,Alfa 2021,668,15,"Ramen,Chinese Food,Seafood,BBQ,Kopi,Bakmi,Sushi,Burger,Dessert,Bubble Tea,"
1973,Fannykonadi,Fanny Konadi,Alfa 2018,204,11,"Kopi,Bakmi,Dessert,"
1974,mikefilbert,MiloFooDiary | @milofoodiary,Alfa 2021,355,13,"Kopi,Bakmi,Pasta,Burger,Dessert,Bubble Tea,"
1975,cecilia_octavia,Cecilia Octavia,no badge,51,6,no badge
1976,hannyyy,IG: @hannybhunny,no badge,109,8,"Bakmi,"
1977,ReviewnyaDikadanOpik,Review Dika & Opik (@go2dika),Alfa 2021,839,17,"Steak,Dimsum,Seafood,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
1978,foodbuddies.id,@Foodbuddies.id | Thyra Annisaa,Alfa 2021,462,13,"Ramen,Kopi,Bakmi,Pizza,Pasta,Burger,Dessert,Bubble Tea,"
1979,Ancasyah,Anca Syah,no badge,89,8,no badge
1980,all_me_yeah,Gregorius Bayu Aji Wibisono,Alfa 2021,1599,18,"Kopi,Bakmi,Pizza,Pasta,Burger,Dessert,Bubble Tea,"
1981,yudistira,yudistira ishak abrar,Alfa 2021,2376,23,"Steak,Ramen,Chinese Food,Dimsum,Seafood,BBQ,Pancake,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
1982,desi_ari_pratiwi,Desi A.,no badge,139,10,"Kopi,Pasta,Dessert,"
1983,jnyvivi,Jenny (@cici.adek.kuliner),Alfa 2018,467,13,"Ramen,Chinese Food,BBQ,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
1984,ghea_artha,Ghea Artha,no badge,91,8,"Kopi,Dessert,Bubble Tea,"
1985,nutria_devi,Santap Bertiga,no badge,7,2,no badge
1986,jajanrekomen,Jajan Rekomen,Alfa 2021,810,15,"Ramen,Seafood,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
1987,jajanrekomen,Jajan Rekomen,Alfa 2021,810,15,"Ramen,Seafood,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
1988,jajanrekomen,Jajan Rekomen,Alfa 2021,810,15,"Ramen,Seafood,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
